element_a,element_b,result,sources
ant,hill,anthill,little-alchemy
ant,house,anthill,little-alchemy
ant,jar,ant farm,little-alchemy
ant,land,anthill,little-alchemy
ant,mouse,cockroach,clones
ant,mouse,mole,clones
ant,philosophy,small,little-alchemy
ant,rat,scorpion,clones
ant,soil,anthill,little-alchemy
antarctica,atmosphere,aurora,little-alchemy
antarctica,bird,penguin,little-alchemy
antarctica,cart,sleigh,little-alchemy
antarctica,dog,husky,little-alchemy
antarctica,electricity,aurora,little-alchemy
antarctica,island,penguin,infinite-craft
antarctica,legend,yeti,little-alchemy
antarctica,ocean,iceberg,little-alchemy
antarctica,sea,iceberg,little-alchemy
antarctica,sky,aurora,little-alchemy
antarctica,story,yeti,little-alchemy
antarctica,sun,aurora,little-alchemy
antarctica,wagon,sleigh,little-alchemy
antenna dish,cinema,tv,clones
antenna dish,sound,radio,clones
anthill,farm,ant farm,little-alchemy
anthill,jar,ant farm,little-alchemy
ants,wood,termites,clones
anvil,incomplete building + stove,forge,clones
anvil,incomplete building + stove,forge (alchemy classic),clones
ape,ape,gorilla,infinite-craft
apocalypse,arachnid,multiversal web,clones
apocalypse,arcade,alien intruders,clones
apocalypse,ash,armageddon,clones
apocalypse,bat,vampire boogie man,clones
apocalypse,bear,adventure kid,clones
apocalypse,bird,boneyard,clones
apocalypse,blob,sewer mutants,clones
apocalypse,blood,blood angel,clones
apocalypse,bone,boneyard,clones
apocalypse,camouflage,death ray,clones
apocalypse,cartoon,polaris knuckles,clones
apocalypse,celebration,bomb shelter,clones
apocalypse,chinchilla,chinchilla raider,clones
apocalypse,cursed,pandora's box,clones
apocalypse,darkness,fungi king,clones
apocalypse,death,black death,clones
apocalypse,demon,commander of sin,clones
apocalypse,desert,desert pirate,clones
apocalypse,destruction,titan of destruction,clones
apocalypse,dog,vampire boogie man,clones
apocalypse,dragon,plague dragon,clones
apocalypse,earth,world eater,clones
apocalypse,energy,human battery,clones
apocalypse,extraterrestrial,alien sorceress,clones
apocalypse,fairy tale,wind princess,clones
apocalypse,fire,armageddon,clones
apocalypse,fish,mutated fish,clones
apocalypse,food,world eater,clones
apocalypse,galaxy wars,death ray,clones
apocalypse,giant,smog horror,clones
apocalypse,golem,crying angel,clones
apocalypse,halloween,zombie outbreak,clones
apocalypse,hammer,wmd,clones
apocalypse,holidays,family reunion,clones
apocalypse,holy water,apocalypse doctrine,clones
apocalypse,hopefulness,masked liberator,clones
apocalypse,horn,horn of winter,clones
apocalypse,horse,apocalypse rider,clones
apocalypse,human,apocalypse doctrine,clones
apocalypse,hybrid,cybernetic humans,clones
apocalypse,ice,ice age,clones
apocalypse,immortality,decimation,clones
apocalypse,insect,wind princess,clones
apocalypse,invention,gray goo,clones
apocalypse,jungle,ape lost city,clones
apocalypse,knight,gas mask soldier,clones
apocalypse,knowledge,apocalypse doctrine,clones
apocalypse,leader,battle prodigy,clones
apocalypse,life,cryosleep,clones
apocalypse,love,family reunion,clones
apocalypse,madness,family reunion,clones
apocalypse,magic,pandora's box,clones
apocalypse,martial arts,polaris knuckles,clones
apocalypse,medieval,black death,clones
apocalypse,metal,alphatron,clones
apocalypse,mind control,titan of death,clones
apocalypse,miniature,gray goo,clones
apocalypse,monkey,monkey planet,clones
apocalypse,monster,vampire boogie man,clones
apocalypse,moon,doomsday omen,clones
apocalypse,multiples,zombie outbreak,clones
apocalypse,music,horn of winter,clones
apocalypse,mutation,decimation,clones
apocalypse,myth,pandora's box,clones
apocalypse,parasite,parasitic bioweapon,clones
apocalypse,pirate,off the map,clones
apocalypse,plant,wind princess,clones
apocalypse,poison,poison cloud,clones
apocalypse,precious ring lore,ring lord,clones
apocalypse,prehistoric,meteor,clones
apocalypse,radiation,bomb shelter,clones
apocalypse,relic,horn of winter,clones
apocalypse,reptile,doomsday omen,clones
apocalypse,robot,gray goo,clones
apocalypse,rodent,chinchilla raider,clones
apocalypse,royal game,horn of winter,clones
apocalypse,royalty,swarm queen,clones
apocalypse,sci-fi,battle prodigy,clones
apocalypse,science,gray goo,clones
apocalypse,shrine,doom temple,clones
apocalypse,sleep,cthulhu,clones
apocalypse,snake,doomsday omen,clones
apocalypse,space,meteor,clones
apocalypse,speed,desert pirate,clones
apocalypse,spirit,pandora's box,clones
apocalypse,strength,bahamut,clones
apocalypse,sun,polaris knuckles,clones
apocalypse,superhero,zombie hunter,clones
apocalypse,sweets,candy nation,clones
apocalypse,sword,apocalypse doctrine,clones
apocalypse,the chosen one,polaris knuckles,clones
apocalypse,time,d-3000,clones
apocalypse,tree,wind princess,clones
apocalypse,trident,alien prophet,clones
apocalypse,turkey day,family reunion,clones
apocalypse,turtle,doomsday omen,clones
apocalypse,undead,zombie outbreak,clones
apocalypse,underground,bomb shelter,clones
apocalypse,underwater,the mariner,clones
apocalypse,vampire,vampire boogie man,clones
apocalypse,vehicle,desert pirate,clones
apocalypse,villain,vampire boogie man,clones
apocalypse,void,world eater,clones
apocalypse,war,apocalypse doctrine,clones
apocalypse,water,the mariner,clones
apocalypse,water serpent,doomsday omen,clones
apocalypse,weapon,wmd,clones
apocalypse,werewolf,the lone wolf,clones
apocalypse,wind,wind princess,clones
apocalypse,wings,colossal demon,clones
apocalypse,wintertide,ice age,clones
apocalypse,wizard,alien sorceress,clones
apocalypse,wolf,the lone wolf,clones
apple,cell phone,gold,clones
apple,cellphone,gold,clones
apple,cellphone,religion,clones
apple,dough,pie,clones
apple,earth,seeds,clones
apple,earth,seeds (doodle devil),clones
apple,fashion,iphone,clones
apple,genius,newton,clones
apple,human,knowledge,clones
apple,human,sin,clones
apple,radiation,pumpkin,clones
apple,tablet,ipad,clones
apple,water,cider,infinite-craft
aquarium,big,swimming pool,little-alchemy
aquarium,grass,greenhouse,little-alchemy
aquarium,plant,greenhouse,little-alchemy
aquarium,tree,greenhouse,little-alchemy
arable,grass,wheat,clones
arable,grass,wheat (doodle god),clones
arable,grass,wheat (zed's alchemy),clones
arable,lawn mower,tractor,clones
arable,man,farmer,clones
arable,man,farmer (zed's alchemy),clones
arable,reed,sugar,clones
arable,seed,wheat,clones
arable,seed,wheat (zed's alchemy),clones
arable,seeds,wheat,clones
arable,seeds,wheat (doodle god),clones
arable,ufo,crop circles,clones
arachnid,arcade,spider mine,clones
arachnid,ash,horseshoe fossil,clones
arachnid,bat,spooky decorations,clones
arachnid,beauty,arachnid dudette,clones
arachnid,bird,puffin' leopold,clones
arachnid,blob,evil symbiote,clones
arachnid,blood,spooky decorations,clones
arachnid,bone,spooky decorations,clones
arachnid,camouflage,arachnid kid,clones
arachnid,cartoon,muffet missy,clones
arachnid,celebration,puffin' leopold,clones
arachnid,cursed,skittering forest,clones
arachnid,darkness,skittering forest,clones
arachnid,death,horseshoe fossil,clones
arachnid,demon,arachne,clones
arachnid,desert,trickster anansi,clones
arachnid,destruction,am5 spyder,clones
arachnid,dog,wolf spider monkey,clones
arachnid,dragon,trickster anansi,clones
arachnid,earth,rune scorpion,clones
arachnid,elf,muffet missy,clones
arachnid,energy,arachnid kid,clones
arachnid,extraterrestrial,burrowling,clones
arachnid,fairy,muffet missy,clones
arachnid,fairy tale,muffet missy,clones
arachnid,fire,steamtank spider,clones
arachnid,fish,horseshoe fossil,clones
arachnid,food,muffet missy,clones
arachnid,galaxy wars,droid commander,clones
arachnid,giant,steamtank spider,clones
arachnid,golem,steamtank spider,clones
arachnid,halloween,spooky decorations,clones
arachnid,hammer,scorpion lord,clones
arachnid,healing,rune scorpion,clones
arachnid,holidays,tinselwebs,clones
arachnid,holy water,trickster anansi,clones
arachnid,hopefulness,arachnid dudette,clones
arachnid,horn,am5 spyder,clones
arachnid,horse,am5 spyder,clones
arachnid,human,arachnid dude,clones
arachnid,hybrid,wolf spider monkey,clones
arachnid,ice,tinselwebs,clones
arachnid,immortality,trickster anansi,clones
arachnid,insect,paradox,clones
arachnid,invention,steamtank spider,clones
arachnid,jungle,skittering forest,clones
arachnid,knight,scorpion lord,clones
arachnid,knowledge,trickster anansi,clones
arachnid,leader,whispering spymaster,clones
arachnid,life,rune scorpion,clones
arachnid,love,arachnid dudette,clones
arachnid,madness,trickster anansi,clones
arachnid,magic,rune scorpion,clones
arachnid,martial arts,arachnid dudette,clones
arachnid,medieval,whispering spymaster,clones
arachnid,metal,steamtank spider,clones
arachnid,mind control,whispering spymaster,clones
arachnid,miniature,spider mite,clones
arachnid,monkey,wolf spider monkey,clones
arachnid,monster,wolf spider monkey,clones
arachnid,moon,trickster anansi,clones
arachnid,multiples,multiversal web,clones
arachnid,music,arachnid kid,clones
arachnid,mutation,wolf spider monkey,clones
arachnid,myth,trickster anansi,clones
arachnid,parasite,evil symbiote,clones
arachnid,pirate,cyber corsair,clones
arachnid,plant,rune scorpion,clones
arachnid,pocket pet,muffet missy,clones
arachnid,poison,black widow,clones
arachnid,precious ring lore,skittering forest,clones
arachnid,prehistoric,horseshoe fossil,clones
arachnid,psychic,whispering spymaster,clones
arachnid,radiation,arachnid kid,clones
arachnid,rainbow,multiversal web,clones
arachnid,relic,horseshoe fossil,clones
arachnid,reptile,muffet missy,clones
arachnid,robot,steamtank spider,clones
arachnid,royal game,whispering spymaster,clones
arachnid,royalty,whispering spymaster,clones
arachnid,sci-fi,steamtank spider,clones
arachnid,science,steamtank spider,clones
arachnid,shrine,three fates,clones
arachnid,sidekick,arachnid dudette,clones
arachnid,space,multiversal web,clones
arachnid,speed,am5 spyder,clones
arachnid,spirit,horseshoe fossil,clones
arachnid,strength,arachnid kid,clones
arachnid,sun,trickster anansi,clones
arachnid,superhero,arachnid kid,clones
arachnid,sweets,muffet missy,clones
arachnid,sword,scorpion lord,clones
arachnid,the chosen one,arachnid kid,clones
arachnid,time,multiversal web,clones
arachnid,toy,spooky decorations,clones
arachnid,tree,skittering forest,clones
arachnid,trident,hero league,clones
arachnid,turtle,muffet missy,clones
arachnid,undead,spooky decorations,clones
arachnid,underground,horseshoe fossil,clones
arachnid,underwater,horseshoe fossil,clones
arachnid,vampire,spooky decorations,clones
arachnid,vehicle,am5 spyder,clones
arachnid,villain,steamtank spider,clones
arachnid,void,multiversal web,clones
arachnid,war,whispering spymaster,clones
arachnid,water,horseshoe fossil,clones
arachnid,wealth,am5 spyder,clones
arachnid,weapon,am5 spyder,clones
arachnid,werewolf,wolf spider monkey,clones
arachnid,wind,puffin' leopold,clones
arachnid,wings,puffin' leopold,clones
arachnid,wintertide,tinselwebs,clones
arachnid,wizard,rune scorpion,clones
arachnid,wizarding school,skittering forest,clones
arachnid,wolf,wolf spider monkey,clones
arcade,ash,war god,clones
arcade,bat,demon queen,clones
arcade,beauty,crypt explorer,clones
arcade,bird,raging bird,clones
arcade,blob,puff hero,clones
arcade,blood,demon queen,clones
arcade,bone,parched skeleton,clones
arcade,camouflage,box special forces,clones
arcade,card,memory card,clones
arcade,cartoon,jumping hero,clones
arcade,cat,meowmon,clones
arcade,celebration,rampant lucy,clones
arcade,chinchilla,pikamon,clones
arcade,cursed,ninja sorcerer,clones
arcade,darkness,puzzle cube head,clones
arcade,demon,demon queen,clones
arcade,desert,parched skeleton,clones
arcade,dog,morphed beast,clones
arcade,dragon,dragonkin ninja,clones
arcade,earth,crypt explorer,clones
arcade,elf,legendary hero,clones
arcade,energy,static beast,clones
arcade,extraterrestrial,alien intruders,clones
arcade,fire,turtle king,clones
arcade,fish,magicod,clones
arcade,food,chomp dude,clones
arcade,giant,kongar,clones
arcade,golem,static beast,clones
arcade,hammer,broham,clones
arcade,healing,life shroom,clones
arcade,holidays,video game,clones
arcade,holy water,medic,clones
arcade,hopefulness,punch man,clones
arcade,horn,horn of life,clones
arcade,human,raging gamer,clones
arcade,hybrid,demon queen,clones
arcade,ice,absolute zero,clones
arcade,immortality,ninja sorcerer,clones
arcade,insect,segmentipede,clones
arcade,invention,dr. eggdude,clones
arcade,jungle,static beast,clones
arcade,knight,legendary hero,clones
arcade,knowledge,mama brain,clones
arcade,leader,jumping hero,clones
arcade,life,living algorithm,clones
arcade,love,angel kid,clones
arcade,madness,the bone king,clones
arcade,magic,magicod,clones
arcade,martial arts,demonic fighter,clones
arcade,metal,cannon boy,clones
arcade,mind control,lich blade,clones
arcade,miniature,pikamon,clones
arcade,monkey,barrel gorilla,clones
arcade,monster,turtle king,clones
arcade,moon,alien intruders,clones
arcade,multiples,segmentipede,clones
arcade,mutation,static beast,clones
arcade,parasite,parasite hunter,clones
arcade,pirate,treasure hunters,clones
arcade,plant,sunflower,clones
arcade,pocket pet,pikamon,clones
arcade,poison,specter,clones
arcade,precious ring lore,dr. eggdude,clones
arcade,prehistoric,dino companion,clones
arcade,psychic,master alchemist,clones
arcade,radiation,half-life,clones
arcade,rainbow,chomp dude spirits,clones
arcade,relic,quadforce,clones
arcade,reptile,turtle king,clones
arcade,robot,cannon boy,clones
arcade,rodent,pikamon,clones
arcade,royalty,turtle king,clones
arcade,sci-fi,living algorithm,clones
arcade,science,cannon boy,clones
arcade,shrine,ancient technology,clones
arcade,sidekick,barrel gorilla jr,clones
arcade,sleep,hypnotic singer,clones
arcade,snake,reptilian ninja,clones
arcade,space,alien intruders,clones
arcade,speed,swift the chin,clones
arcade,spirit,chomp dude spirits,clones
arcade,strength,turtle king,clones
arcade,sun,angel kid,clones
arcade,superhero,jumping hero,clones
arcade,sword,diamond sword,clones
arcade,the chosen one,legendary hero,clones
